[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID19.idf
Date:	13.03.2019 08:09:02
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID19                                                                                                                                                                                                                                                
Description:	19                                                                                                                                                                                                                                                              

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	1458503630	# Message: Trial_1
UserEvent	1	2	1458507659	# Message: WhiteCross
UserEvent	1	3	1460505733	# Message: ChoicePhase
UserEvent	1	4	1462011262	# Message: ChoiceLogged_2
UserEvent	1	5	1462515502	# Message: GreenCross
UserEvent	1	6	1464016325	# Message: Trial_2
UserEvent	1	7	1464021872	# Message: WhiteCross
UserEvent	1	8	1465821824	# Message: ChoicePhase
UserEvent	1	9	1467829449	# Message: ChoiceLogged_1
UserEvent	1	10	1468332201	# Message: GreenCross
UserEvent	1	11	1469834267	# Message: Trial_3
UserEvent	1	12	1469836121	# Message: WhiteCross
UserEvent	1	13	1471470230	# Message: ChoicePhase
UserEvent	1	14	1473657250	# Message: ChoiceLogged_1
UserEvent	1	15	1474160268	# Message: GreenCross
UserEvent	1	16	1475661423	# Message: Trial_4
UserEvent	1	17	1475664105	# Message: WhiteCross
UserEvent	1	18	1477299305	# Message: ChoicePhase
UserEvent	1	19	1479421648	# Message: ChoiceLogged_3
UserEvent	1	20	1479925276	# Message: GreenCross
UserEvent	1	21	1481429082	# Message: Trial_5
UserEvent	1	22	1481431987	# Message: WhiteCross
UserEvent	1	23	1483067223	# Message: ChoicePhase
UserEvent	1	24	1484153267	# Message: ChoiceLogged_2
UserEvent	1	25	1484658490	# Message: GreenCross
UserEvent	1	26	1486159557	# Message: Trial_6
UserEvent	1	27	1486165193	# Message: WhiteCross
UserEvent	1	28	1488045311	# Message: ChoicePhase
UserEvent	1	29	1489484771	# Message: ChoiceLogged_3
UserEvent	1	30	1489990802	# Message: GreenCross
UserEvent	1	31	1491491355	# Message: Trial_7
UserEvent	1	32	1491495990	# Message: WhiteCross
UserEvent	1	33	1493460049	# Message: ChoicePhase
UserEvent	1	34	1496999795	# Message: ChoiceLogged_2
UserEvent	1	35	1497502425	# Message: GreenCross
UserEvent	1	36	1499002427	# Message: Trial_8
UserEvent	1	37	1499006749	# Message: WhiteCross
UserEvent	1	38	1501007384	# Message: ChoicePhase
UserEvent	1	39	1502930197	# Message: ChoiceLogged_1
UserEvent	1	40	1503432629	# Message: GreenCross
UserEvent	1	41	1504932500	# Message: Trial_9
UserEvent	1	42	1504934306	# Message: WhiteCross
UserEvent	1	43	1506572098	# Message: ChoicePhase
UserEvent	1	44	1507911808	# Message: ChoiceLogged_1
UserEvent	1	45	1508417567	# Message: GreenCross
UserEvent	1	46	1509921429	# Message: Trial_10
UserEvent	1	47	1509923119	# Message: WhiteCross
UserEvent	1	48	1511553771	# Message: ChoicePhase
UserEvent	1	49	1515642349	# Message: ChoiceLogged_2
UserEvent	1	50	1516145912	# Message: GreenCross
UserEvent	1	51	1517646425	# Message: Trial_11
UserEvent	1	52	1517648875	# Message: WhiteCross
UserEvent	1	53	1519552738	# Message: ChoicePhase
UserEvent	1	54	1528238717	# Message: ChoiceLogged_1
UserEvent	1	55	1528745297	# Message: GreenCross
UserEvent	1	56	1530245415	# Message: Trial_12
UserEvent	1	57	1530247031	# Message: WhiteCross
UserEvent	1	58	1531882274	# Message: ChoicePhase
UserEvent	1	59	1534619758	# Message: ChoiceLogged_3
UserEvent	1	60	1535126100	# Message: GreenCross
UserEvent	1	61	1536629748	# Message: Trial_13
UserEvent	1	62	1536632864	# Message: WhiteCross
UserEvent	1	63	1538261074	# Message: ChoicePhase
UserEvent	1	64	1539717447	# Message: ChoiceLogged_2
UserEvent	1	65	1540223010	# Message: GreenCross
UserEvent	1	66	1541726370	# Message: Trial_14
UserEvent	1	67	1541733176	# Message: WhiteCross
UserEvent	1	68	1543692355	# Message: ChoicePhase
UserEvent	1	69	1546316586	# Message: ChoiceLogged_2
UserEvent	1	70	1546818344	# Message: GreenCross
