[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID42.idf
Date:	22.03.2019 09:33:14
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID42                                                                                                                                                                                                                                                
Description:	42                                                                                                                                                                                                                                                              

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	6145833013	# Message: Trial_1
UserEvent	1	2	6145837237	# Message: WhiteCross
UserEvent	1	3	6148500517	# Message: ChoicePhase
UserEvent	1	4	6150839326	# Message: ChoiceLogged_1
UserEvent	1	5	6151348194	# Message: GreenCross
UserEvent	1	6	6152848988	# Message: Trial_2
UserEvent	1	7	6152851799	# Message: WhiteCross
UserEvent	1	8	6154515691	# Message: ChoicePhase
UserEvent	1	9	6156054178	# Message: ChoiceLogged_3
UserEvent	1	10	6156558025	# Message: GreenCross
UserEvent	1	11	6158059187	# Message: Trial_3
UserEvent	1	12	6158061797	# Message: WhiteCross
UserEvent	1	13	6161633682	# Message: ChoicePhase
UserEvent	1	14	6163403046	# Message: ChoiceLogged_1
UserEvent	1	15	6163907365	# Message: GreenCross
UserEvent	1	16	6165408035	# Message: Trial_4
UserEvent	1	17	6165410406	# Message: WhiteCross
UserEvent	1	18	6168126951	# Message: ChoicePhase
UserEvent	1	19	6170249229	# Message: ChoiceLogged_2
UserEvent	1	20	6170752642	# Message: GreenCross
UserEvent	1	21	6172256617	# Message: Trial_5
UserEvent	1	22	6172259607	# Message: WhiteCross
UserEvent	1	23	6173892255	# Message: ChoicePhase
UserEvent	1	24	6174913858	# Message: ChoiceLogged_3
UserEvent	1	25	6175419050	# Message: GreenCross
UserEvent	1	26	6176919824	# Message: Trial_6
UserEvent	1	27	6176922184	# Message: WhiteCross
UserEvent	1	28	6178974520	# Message: ChoicePhase
UserEvent	1	29	6182849150	# Message: ChoiceLogged_2
UserEvent	1	30	6183352846	# Message: GreenCross
UserEvent	1	31	6184853394	# Message: Trial_7
UserEvent	1	32	6184854983	# Message: WhiteCross
UserEvent	1	33	6186720902	# Message: ChoicePhase
UserEvent	1	34	6187875631	# Message: ChoiceLogged_1
UserEvent	1	35	6188379299	# Message: GreenCross
UserEvent	1	36	6189879543	# Message: Trial_8
UserEvent	1	37	6189881909	# Message: WhiteCross
UserEvent	1	38	6192402239	# Message: ChoicePhase
UserEvent	1	39	6193641777	# Message: ChoiceLogged_2
UserEvent	1	40	6194144350	# Message: GreenCross
UserEvent	1	41	6195644598	# Message: Trial_9
UserEvent	1	42	6195646907	# Message: WhiteCross
UserEvent	1	43	6197482656	# Message: ChoicePhase
UserEvent	1	44	6199138268	# Message: ChoiceLogged_2
UserEvent	1	45	6199640503	# Message: GreenCross
UserEvent	1	46	6201141722	# Message: Trial_10
UserEvent	1	47	6201146812	# Message: WhiteCross
UserEvent	1	48	6203081198	# Message: ChoicePhase
UserEvent	1	49	6205070517	# Message: ChoiceLogged_1
UserEvent	1	50	6205573606	# Message: GreenCross
UserEvent	1	51	6207073269	# Message: Trial_11
