[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID31.idf
Date:	15.03.2019 11:05:22
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID31                                                                                                                                                                                                                                                
Description:	31                                                                                                                                                                                                                                                              

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	11869106244	# Message: Trial_1
UserEvent	1	2	11869111480	# Message: WhiteCross
UserEvent	1	3	11875679949	# Message: ChoicePhase
UserEvent	1	4	11877935686	# Message: ChoiceLogged_2
UserEvent	1	5	11878439652	# Message: GreenCross
UserEvent	1	6	11879940356	# Message: Trial_2
UserEvent	1	7	11879942145	# Message: WhiteCross
UserEvent	1	8	11881777641	# Message: ChoicePhase
UserEvent	1	9	11887165649	# Message: ChoiceLogged_3
UserEvent	1	10	11887668181	# Message: GreenCross
UserEvent	1	11	11889168558	# Message: Trial_3
UserEvent	1	12	11889170810	# Message: WhiteCross
UserEvent	1	13	11890840901	# Message: ChoicePhase
UserEvent	1	14	11894179740	# Message: ChoiceLogged_1
UserEvent	1	15	11894686287	# Message: GreenCross
UserEvent	1	16	11896186955	# Message: Trial_4
UserEvent	1	17	11896188726	# Message: WhiteCross
UserEvent	1	18	11897938504	# Message: ChoicePhase
UserEvent	1	19	11900760495	# Message: ChoiceLogged_2
UserEvent	1	20	11901263329	# Message: GreenCross
UserEvent	1	21	11902763784	# Message: Trial_5
UserEvent	1	22	11902765710	# Message: WhiteCross
UserEvent	1	23	11905485412	# Message: ChoicePhase
UserEvent	1	24	11909990370	# Message: ChoiceLogged_1
UserEvent	1	25	11910492903	# Message: GreenCross
UserEvent	1	26	11911993648	# Message: Trial_6
UserEvent	1	27	11911995279	# Message: WhiteCross
UserEvent	1	28	11913965962	# Message: ChoicePhase
UserEvent	1	29	11917254747	# Message: ChoiceLogged_3
UserEvent	1	30	11917756876	# Message: GreenCross
UserEvent	1	31	11919260372	# Message: Trial_7
UserEvent	1	32	11919264421	# Message: WhiteCross
UserEvent	1	33	11920899167	# Message: ChoicePhase
UserEvent	1	34	11923135615	# Message: ChoiceLogged_2
UserEvent	1	35	11923642139	# Message: GreenCross
UserEvent	1	36	11925142483	# Message: Trial_8
UserEvent	1	37	11925144007	# Message: WhiteCross
UserEvent	1	38	11927112053	# Message: ChoicePhase
UserEvent	1	39	11929370570	# Message: ChoiceLogged_2
UserEvent	1	40	11929878848	# Message: GreenCross
UserEvent	1	41	11931382049	# Message: Trial_9
UserEvent	1	42	11931384107	# Message: WhiteCross
UserEvent	1	43	11937656914	# Message: ChoicePhase
UserEvent	1	44	11940246912	# Message: ChoiceLogged_1
UserEvent	1	45	11940749106	# Message: GreenCross
UserEvent	1	46	11942249369	# Message: Trial_10
UserEvent	1	47	11942251690	# Message: WhiteCross
UserEvent	1	48	11944254224	# Message: ChoicePhase
UserEvent	1	49	11948642623	# Message: ChoiceLogged_3
UserEvent	1	50	11949145488	# Message: GreenCross
UserEvent	1	51	11950656883	# Message: Trial_11
UserEvent	1	52	11950661896	# Message: WhiteCross
UserEvent	1	53	11955301133	# Message: ChoicePhase
UserEvent	1	54	11959756248	# Message: ChoiceLogged_1
UserEvent	1	55	11960258765	# Message: GreenCross
UserEvent	1	56	11961761856	# Message: Trial_12
UserEvent	1	57	11961768332	# Message: WhiteCross
UserEvent	1	58	11963618379	# Message: ChoicePhase
UserEvent	1	59	11970034947	# Message: ChoiceLogged_2
UserEvent	1	60	11970537534	# Message: GreenCross
UserEvent	1	61	11972037434	# Message: Trial_13
UserEvent	1	62	11972039391	# Message: WhiteCross
UserEvent	1	63	11973682011	# Message: ChoicePhase
UserEvent	1	64	11975432778	# Message: ChoiceLogged_3
UserEvent	1	65	11975935539	# Message: GreenCross
UserEvent	1	66	11977435532	# Message: Trial_14
UserEvent	1	67	11977438013	# Message: WhiteCross
UserEvent	1	68	11979074940	# Message: ChoicePhase
UserEvent	1	69	11980897161	# Message: ChoiceLogged_2
UserEvent	1	70	11981399520	# Message: GreenCross
UserEvent	1	71	11982903941	# Message: Trial_15
UserEvent	1	72	11982905983	# Message: WhiteCross
UserEvent	1	73	11984540704	# Message: ChoicePhase
UserEvent	1	74	11987279767	# Message: ChoiceLogged_2
UserEvent	1	75	11987783250	# Message: GreenCross
UserEvent	1	76	11989283113	# Message: Trial_16
UserEvent	1	77	11989284834	# Message: WhiteCross
UserEvent	1	78	11990953753	# Message: ChoicePhase
UserEvent	1	79	11992543085	# Message: ChoiceLogged_1
UserEvent	1	80	11993045412	# Message: GreenCross
UserEvent	1	81	11994545010	# Message: Trial_17
UserEvent	1	82	11994546768	# Message: WhiteCross
UserEvent	1	83	11996185423	# Message: ChoicePhase
UserEvent	1	84	12001573192	# Message: ChoiceLogged_1
UserEvent	1	85	12002076793	# Message: GreenCross
UserEvent	1	86	12003575840	# Message: Trial_18
UserEvent	1	87	12003577413	# Message: WhiteCross
UserEvent	1	88	12006730947	# Message: ChoicePhase
UserEvent	1	89	12009969600	# Message: ChoiceLogged_2
UserEvent	1	90	12010471740	# Message: GreenCross
UserEvent	1	91	12011973639	# Message: Trial_19
UserEvent	1	92	12011975468	# Message: WhiteCross
UserEvent	1	93	12014348524	# Message: ChoicePhase
UserEvent	1	94	12019016363	# Message: ChoiceLogged_3
UserEvent	1	95	12019519562	# Message: GreenCross
UserEvent	1	96	12021018551	# Message: Trial_20
UserEvent	1	97	12021020064	# Message: WhiteCross
UserEvent	1	98	12022975252	# Message: ChoicePhase
UserEvent	1	99	12024031126	# Message: ChoiceLogged_2
UserEvent	1	100	12024538582	# Message: GreenCross
UserEvent	1	101	12026038393	# Message: Trial_21
UserEvent	1	102	12026040014	# Message: WhiteCross
UserEvent	1	103	12028672881	# Message: ChoicePhase
UserEvent	1	104	12031229591	# Message: ChoiceLogged_2
UserEvent	1	105	12031732291	# Message: GreenCross
UserEvent	1	106	12033232244	# Message: Trial_22
UserEvent	1	107	12033234069	# Message: WhiteCross
UserEvent	1	108	12035087004	# Message: ChoicePhase
UserEvent	1	109	12036845911	# Message: ChoiceLogged_1
UserEvent	1	110	12037350591	# Message: GreenCross
UserEvent	1	111	12038849102	# Message: Trial_23
UserEvent	1	112	12038850947	# Message: WhiteCross
UserEvent	1	113	12041387438	# Message: ChoicePhase
UserEvent	1	114	12044073627	# Message: ChoiceLogged_3
UserEvent	1	115	12044577300	# Message: GreenCross
UserEvent	1	116	12046078281	# Message: Trial_24
UserEvent	1	117	12046080754	# Message: WhiteCross
UserEvent	1	118	12048115444	# Message: ChoicePhase
UserEvent	1	119	12050121357	# Message: ChoiceLogged_3
UserEvent	1	120	12050623972	# Message: GreenCross
UserEvent	1	121	12052123832	# Message: Trial_25
UserEvent	1	122	12052125767	# Message: WhiteCross
UserEvent	1	123	12054430022	# Message: ChoicePhase
UserEvent	1	124	12059567797	# Message: ChoiceLogged_1
UserEvent	1	125	12060069765	# Message: GreenCross
UserEvent	1	126	12061569760	# Message: Trial_26
UserEvent	1	127	12061571329	# Message: WhiteCross
UserEvent	1	128	12063443384	# Message: ChoicePhase
UserEvent	1	129	12066517524	# Message: ChoiceLogged_3
UserEvent	1	130	12067027183	# Message: GreenCross
UserEvent	1	131	12068527753	# Message: Trial_27
UserEvent	1	132	12068530503	# Message: WhiteCross
UserEvent	1	133	12071573476	# Message: ChoicePhase
UserEvent	1	134	12074528850	# Message: ChoiceLogged_3
UserEvent	1	135	12075032626	# Message: GreenCross
UserEvent	1	136	12076538319	# Message: Trial_28
UserEvent	1	137	12076540663	# Message: WhiteCross
UserEvent	1	138	12079387465	# Message: ChoicePhase
UserEvent	1	139	12081442959	# Message: ChoiceLogged_1
UserEvent	1	140	12081950210	# Message: GreenCross
UserEvent	1	141	12083450316	# Message: Trial_29
UserEvent	1	142	12083451862	# Message: WhiteCross
UserEvent	1	143	12085089527	# Message: ChoicePhase
UserEvent	1	144	12091989346	# Message: ChoiceLogged_2
UserEvent	1	145	12092492159	# Message: GreenCross
UserEvent	1	146	12093993256	# Message: Trial_30
UserEvent	1	147	12093994737	# Message: WhiteCross
UserEvent	1	148	12095631338	# Message: ChoicePhase
UserEvent	1	149	12101469198	# Message: ChoiceLogged_3
UserEvent	1	150	12101972902	# Message: GreenCross
UserEvent	1	151	12103476977	# Message: Trial_31
UserEvent	1	152	12103478727	# Message: WhiteCross
UserEvent	1	153	12106331860	# Message: ChoicePhase
UserEvent	1	154	12109432551	# Message: ChoiceLogged_1
UserEvent	1	155	12109935778	# Message: GreenCross
UserEvent	1	156	12111436063	# Message: Trial_32
UserEvent	1	157	12111441681	# Message: WhiteCross
UserEvent	1	158	12114773917	# Message: ChoicePhase
UserEvent	1	159	12116784227	# Message: ChoiceLogged_1
UserEvent	1	160	12117288052	# Message: GreenCross
UserEvent	1	161	12118789100	# Message: Trial_33
UserEvent	1	162	12118791339	# Message: WhiteCross
UserEvent	1	163	12121354857	# Message: ChoicePhase
UserEvent	1	164	12125060144	# Message: ChoiceLogged_1
UserEvent	1	165	12125563507	# Message: GreenCross
UserEvent	1	166	12127062792	# Message: Trial_34
UserEvent	1	167	12127065016	# Message: WhiteCross
UserEvent	1	168	12129401837	# Message: ChoicePhase
UserEvent	1	169	12133325499	# Message: ChoiceLogged_3
UserEvent	1	170	12133828372	# Message: GreenCross
UserEvent	1	171	12135331869	# Message: Trial_35
UserEvent	1	172	12135333865	# Message: WhiteCross
UserEvent	1	173	12137299269	# Message: ChoicePhase
UserEvent	1	174	12139571246	# Message: ChoiceLogged_2
UserEvent	1	175	12140075812	# Message: GreenCross
UserEvent	1	176	12141578173	# Message: Trial_36
UserEvent	1	177	12141583706	# Message: WhiteCross
UserEvent	1	178	12143582737	# Message: ChoicePhase
UserEvent	1	179	12145585728	# Message: ChoiceLogged_2
UserEvent	1	180	12146089105	# Message: GreenCross
UserEvent	1	181	12147589008	# Message: Trial_37
UserEvent	1	182	12147591446	# Message: WhiteCross
UserEvent	1	183	12149847629	# Message: ChoicePhase
UserEvent	1	184	12153049536	# Message: ChoiceLogged_3
UserEvent	1	185	12153552898	# Message: GreenCross
UserEvent	1	186	12155052817	# Message: Trial_38
UserEvent	1	187	12155058189	# Message: WhiteCross
UserEvent	1	188	12156691647	# Message: ChoicePhase
UserEvent	1	189	12159149857	# Message: ChoiceLogged_2
UserEvent	1	190	12159654088	# Message: GreenCross
UserEvent	1	191	12161155607	# Message: Trial_39
UserEvent	1	192	12161157458	# Message: WhiteCross
UserEvent	1	193	12163356800	# Message: ChoicePhase
UserEvent	1	194	12167662398	# Message: ChoiceLogged_3
UserEvent	1	195	12168166652	# Message: GreenCross
UserEvent	1	196	12169671803	# Message: Trial_40
UserEvent	1	197	12169674676	# Message: WhiteCross
UserEvent	1	198	12172052465	# Message: ChoicePhase
UserEvent	1	199	12173625390	# Message: ChoiceLogged_1
UserEvent	1	200	12174130057	# Message: GreenCross
UserEvent	1	201	12175630429	# Message: Trial_41
UserEvent	1	202	12175632796	# Message: WhiteCross
UserEvent	1	203	12177843665	# Message: ChoicePhase
UserEvent	1	204	12179076413	# Message: ChoiceLogged_3
UserEvent	1	205	12179579344	# Message: GreenCross
UserEvent	1	206	12181079356	# Message: Trial_42
UserEvent	1	207	12181080862	# Message: WhiteCross
UserEvent	1	208	12183015506	# Message: ChoicePhase
UserEvent	1	209	12189923860	# Message: ChoiceLogged_2
UserEvent	1	210	12190427225	# Message: GreenCross
UserEvent	1	211	12191927102	# Message: Trial_43
UserEvent	1	212	12191929187	# Message: WhiteCross
UserEvent	1	213	12193561599	# Message: ChoicePhase
UserEvent	1	214	12197123837	# Message: ChoiceLogged_2
UserEvent	1	215	12197627009	# Message: GreenCross
UserEvent	1	216	12199127117	# Message: Trial_44
UserEvent	1	217	12199129621	# Message: WhiteCross
UserEvent	1	218	12201158373	# Message: ChoicePhase
UserEvent	1	219	12203435566	# Message: ChoiceLogged_3
UserEvent	1	220	12203939081	# Message: GreenCross
UserEvent	1	221	12205439789	# Message: Trial_45
UserEvent	1	222	12205446052	# Message: WhiteCross
UserEvent	1	223	12208413570	# Message: ChoicePhase
UserEvent	1	224	12210311655	# Message: ChoiceLogged_3
UserEvent	1	225	12210814743	# Message: GreenCross
UserEvent	1	226	12212315471	# Message: Trial_46
UserEvent	1	227	12212317297	# Message: WhiteCross
UserEvent	1	228	12214537887	# Message: ChoicePhase
UserEvent	1	229	12217792208	# Message: ChoiceLogged_1
UserEvent	1	230	12218299294	# Message: GreenCross
UserEvent	1	231	12219799540	# Message: Trial_47
UserEvent	1	232	12219801256	# Message: WhiteCross
UserEvent	1	233	12221500687	# Message: ChoicePhase
UserEvent	1	234	12223773137	# Message: ChoiceLogged_2
UserEvent	1	235	12224276538	# Message: GreenCross
UserEvent	1	236	12225776437	# Message: Trial_48
UserEvent	1	237	12225778727	# Message: WhiteCross
UserEvent	1	238	12227815397	# Message: ChoicePhase
UserEvent	1	239	12229762221	# Message: ChoiceLogged_2
UserEvent	1	240	12230265876	# Message: GreenCross
UserEvent	1	241	12231765394	# Message: Trial_49
UserEvent	1	242	12231766868	# Message: WhiteCross
UserEvent	1	243	12233750118	# Message: ChoicePhase
UserEvent	1	244	12236737338	# Message: ChoiceLogged_2
UserEvent	1	245	12237246226	# Message: GreenCross
UserEvent	1	246	12238746332	# Message: Trial_50
UserEvent	1	247	12238748007	# Message: WhiteCross
UserEvent	1	248	12243625849	# Message: ChoicePhase
UserEvent	1	249	12245698308	# Message: ChoiceLogged_2
UserEvent	1	250	12246206533	# Message: GreenCross
UserEvent	1	251	12247706998	# Message: Trial_51
UserEvent	1	252	12247708787	# Message: WhiteCross
UserEvent	1	253	12249344545	# Message: ChoicePhase
UserEvent	1	254	12251216231	# Message: ChoiceLogged_2
UserEvent	1	255	12251722831	# Message: GreenCross
UserEvent	1	256	12253223402	# Message: Trial_52
UserEvent	1	257	12253225581	# Message: WhiteCross
UserEvent	1	258	12255158124	# Message: ChoicePhase
UserEvent	1	259	12257060689	# Message: ChoiceLogged_1
UserEvent	1	260	12257565014	# Message: GreenCross
UserEvent	1	261	12259065781	# Message: Trial_53
UserEvent	1	262	12259067547	# Message: WhiteCross
UserEvent	1	263	12260902733	# Message: ChoicePhase
UserEvent	1	264	12268491537	# Message: ChoiceLogged_3
UserEvent	1	265	12268995329	# Message: GreenCross
UserEvent	1	266	12270495551	# Message: Trial_54
UserEvent	1	267	12270497416	# Message: WhiteCross
UserEvent	1	268	12273169323	# Message: ChoicePhase
UserEvent	1	269	12274554685	# Message: ChoiceLogged_1
UserEvent	1	270	12275057759	# Message: GreenCross
UserEvent	1	271	12276561933	# Message: Trial_55
UserEvent	1	272	12276564512	# Message: WhiteCross
UserEvent	1	273	12278496108	# Message: ChoicePhase
UserEvent	1	274	12280168759	# Message: ChoiceLogged_3
UserEvent	1	275	12280672479	# Message: GreenCross
UserEvent	1	276	12282172882	# Message: Trial_56
UserEvent	1	277	12282174923	# Message: WhiteCross
UserEvent	1	278	12283810820	# Message: ChoicePhase
UserEvent	1	279	12285617089	# Message: ChoiceLogged_1
UserEvent	1	280	12286120621	# Message: GreenCross
UserEvent	1	281	12287621246	# Message: Trial_57
UserEvent	1	282	12287623086	# Message: WhiteCross
UserEvent	1	283	12289626129	# Message: ChoicePhase
UserEvent	1	284	12291184789	# Message: ChoiceLogged_2
UserEvent	1	285	12291688464	# Message: GreenCross
UserEvent	1	286	12293191457	# Message: Trial_58
UserEvent	1	287	12293193979	# Message: WhiteCross
UserEvent	1	288	12294823430	# Message: ChoicePhase
UserEvent	1	289	12296212776	# Message: ChoiceLogged_3
UserEvent	1	290	12296716735	# Message: GreenCross
UserEvent	1	291	12298219266	# Message: Trial_59
UserEvent	1	292	12298221407	# Message: WhiteCross
UserEvent	1	293	12299855004	# Message: ChoicePhase
UserEvent	1	294	12302427104	# Message: ChoiceLogged_1
UserEvent	1	295	12302929972	# Message: GreenCross
UserEvent	1	296	12304430078	# Message: Trial_60
UserEvent	1	297	12304432778	# Message: WhiteCross
UserEvent	1	298	12307385712	# Message: ChoicePhase
UserEvent	1	299	12308877763	# Message: ChoiceLogged_2
UserEvent	1	300	12309384229	# Message: GreenCross
UserEvent	1	301	12310888802	# Message: Trial_61
UserEvent	1	302	12310890518	# Message: WhiteCross
UserEvent	1	303	12312533902	# Message: ChoicePhase
UserEvent	1	304	12314825622	# Message: ChoiceLogged_1
UserEvent	1	305	12315327767	# Message: GreenCross
UserEvent	1	306	12316827666	# Message: Trial_62
UserEvent	1	307	12316829214	# Message: WhiteCross
UserEvent	1	308	12318467617	# Message: ChoicePhase
UserEvent	1	309	12323136020	# Message: ChoiceLogged_1
UserEvent	1	310	12323639545	# Message: GreenCross
UserEvent	1	311	12325140436	# Message: Trial_63
UserEvent	1	312	12325142182	# Message: WhiteCross
UserEvent	1	313	12326944845	# Message: ChoicePhase
UserEvent	1	314	12329067188	# Message: ChoiceLogged_1
