[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID9.idf
Date:	11.03.2019 12:27:15
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID9                                                                                                                                                                                                                                                 
Description:	9                                                                                                                                                                                                                                                               

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	1075905399	# Message: Trial_1
UserEvent	1	2	1075907497	# Message: WhiteCross
UserEvent	1	3	1077855010	# Message: ChoicePhase
UserEvent	1	4	1079262345	# Message: ChoiceLogged_1
UserEvent	1	5	1079766059	# Message: GreenCross
UserEvent	1	6	1081268657	# Message: Trial_2
UserEvent	1	7	1081270435	# Message: WhiteCross
UserEvent	1	8	1082903181	# Message: ChoicePhase
UserEvent	1	9	1084162693	# Message: ChoiceLogged_3
UserEvent	1	10	1084665976	# Message: GreenCross
UserEvent	1	11	1086167137	# Message: Trial_3
UserEvent	1	12	1086169695	# Message: WhiteCross
UserEvent	1	13	1087870771	# Message: ChoicePhase
UserEvent	1	14	1090773626	# Message: ChoiceLogged_1
UserEvent	1	15	1091280705	# Message: GreenCross
UserEvent	1	16	1092783443	# Message: Trial_4
UserEvent	1	17	1092785500	# Message: WhiteCross
UserEvent	1	18	1094415916	# Message: ChoicePhase
UserEvent	1	19	1096424704	# Message: ChoiceLogged_1
UserEvent	1	20	1096928204	# Message: GreenCross
UserEvent	1	21	1098428456	# Message: Trial_5
UserEvent	1	22	1098430603	# Message: WhiteCross
UserEvent	1	23	1100064250	# Message: ChoicePhase
UserEvent	1	24	1101020065	# Message: ChoiceLogged_2
UserEvent	1	25	1101524478	# Message: GreenCross
UserEvent	1	26	1103025279	# Message: Trial_6
UserEvent	1	27	1103029980	# Message: WhiteCross
UserEvent	1	28	1104663423	# Message: ChoicePhase
UserEvent	1	29	1106218231	# Message: ChoiceLogged_3
UserEvent	1	30	1106722376	# Message: GreenCross
UserEvent	1	31	1108223129	# Message: Trial_7
UserEvent	1	32	1108224748	# Message: WhiteCross
UserEvent	1	33	1110297803	# Message: ChoicePhase
UserEvent	1	34	1112199313	# Message: ChoiceLogged_1
UserEvent	1	35	1112703200	# Message: GreenCross
UserEvent	1	36	1114202934	# Message: Trial_8
UserEvent	1	37	1114205343	# Message: WhiteCross
UserEvent	1	38	1115844213	# Message: ChoicePhase
UserEvent	1	39	1117347865	# Message: ChoiceLogged_1
UserEvent	1	40	1117852582	# Message: GreenCross
UserEvent	1	41	1119352913	# Message: Trial_9
UserEvent	1	42	1119358093	# Message: WhiteCross
UserEvent	1	43	1120989584	# Message: ChoicePhase
UserEvent	1	44	1122847285	# Message: ChoiceLogged_3
UserEvent	1	45	1123350132	# Message: GreenCross
UserEvent	1	46	1124853030	# Message: Trial_10
UserEvent	1	47	1124857885	# Message: WhiteCross
UserEvent	1	48	1126689940	# Message: ChoicePhase
UserEvent	1	49	1129160028	# Message: ChoiceLogged_3
UserEvent	1	50	1129663126	# Message: GreenCross
UserEvent	1	51	1131163424	# Message: Trial_11
UserEvent	1	52	1131165722	# Message: WhiteCross
UserEvent	1	53	1132806461	# Message: ChoicePhase
UserEvent	1	54	1134874772	# Message: ChoiceLogged_1
UserEvent	1	55	1135377129	# Message: GreenCross
UserEvent	1	56	1136878085	# Message: Trial_12
UserEvent	1	57	1136879589	# Message: WhiteCross
UserEvent	1	58	1138753415	# Message: ChoicePhase
UserEvent	1	59	1139923123	# Message: ChoiceLogged_2
UserEvent	1	60	1140426049	# Message: GreenCross
UserEvent	1	61	1141928280	# Message: Trial_13
UserEvent	1	62	1141931014	# Message: WhiteCross
UserEvent	1	63	1143665025	# Message: ChoicePhase
UserEvent	1	64	1145656091	# Message: ChoiceLogged_2
UserEvent	1	65	1146159932	# Message: GreenCross
UserEvent	1	66	1147659332	# Message: Trial_14
UserEvent	1	67	1147661852	# Message: WhiteCross
UserEvent	1	68	1149329758	# Message: ChoicePhase
UserEvent	1	69	1151152368	# Message: ChoiceLogged_3
UserEvent	1	70	1151658399	# Message: GreenCross
UserEvent	1	71	1153159148	# Message: Trial_15
UserEvent	1	72	1153160709	# Message: WhiteCross
UserEvent	1	73	1154794726	# Message: ChoicePhase
UserEvent	1	74	1157283818	# Message: ChoiceLogged_2
UserEvent	1	75	1157789546	# Message: GreenCross
UserEvent	1	76	1159292503	# Message: Trial_16
UserEvent	1	77	1159293926	# Message: WhiteCross
UserEvent	1	78	1160928322	# Message: ChoicePhase
UserEvent	1	79	1162715276	# Message: ChoiceLogged_1
UserEvent	1	80	1163217256	# Message: GreenCross
UserEvent	1	81	1164724115	# Message: Trial_17
UserEvent	1	82	1164728552	# Message: WhiteCross
UserEvent	1	83	1166357053	# Message: ChoicePhase
UserEvent	1	84	1168879927	# Message: ChoiceLogged_2
UserEvent	1	85	1169383556	# Message: GreenCross
UserEvent	1	86	1170885409	# Message: Trial_18
UserEvent	1	87	1170887120	# Message: WhiteCross
UserEvent	1	88	1172528309	# Message: ChoicePhase
UserEvent	1	89	1174127680	# Message: ChoiceLogged_2
UserEvent	1	90	1174630308	# Message: GreenCross
UserEvent	1	91	1176130100	# Message: Trial_19
UserEvent	1	92	1176131949	# Message: WhiteCross
UserEvent	1	93	1177769814	# Message: ChoicePhase
UserEvent	1	94	1179825793	# Message: ChoiceLogged_3
UserEvent	1	95	1180335393	# Message: GreenCross
UserEvent	1	96	1181835348	# Message: Trial_20
UserEvent	1	97	1181836797	# Message: WhiteCross
UserEvent	1	98	1183471996	# Message: ChoicePhase
UserEvent	1	99	1186073449	# Message: ChoiceLogged_1
UserEvent	1	100	1186577336	# Message: GreenCross
UserEvent	1	101	1188078221	# Message: Trial_21
UserEvent	1	102	1188080127	# Message: WhiteCross
UserEvent	1	103	1189715863	# Message: ChoicePhase
UserEvent	1	104	1191205205	# Message: ChoiceLogged_1
UserEvent	1	105	1191707624	# Message: GreenCross
UserEvent	1	106	1193212267	# Message: Trial_22
UserEvent	1	107	1193213913	# Message: WhiteCross
UserEvent	1	108	1197746863	# Message: ChoicePhase
UserEvent	1	109	1199802261	# Message: ChoiceLogged_1
UserEvent	1	110	1200305363	# Message: GreenCross
UserEvent	1	111	1201805358	# Message: Trial_23
UserEvent	1	112	1201807259	# Message: WhiteCross
UserEvent	1	113	1203644140	# Message: ChoicePhase
UserEvent	1	114	1208165962	# Message: ChoiceLogged_3
UserEvent	1	115	1208669755	# Message: GreenCross
UserEvent	1	116	1210173303	# Message: Trial_24
UserEvent	1	117	1210175058	# Message: WhiteCross
UserEvent	1	118	1211810080	# Message: ChoicePhase
UserEvent	1	119	1213521379	# Message: ChoiceLogged_1
UserEvent	1	120	1214026952	# Message: GreenCross
UserEvent	1	121	1215529680	# Message: Trial_25
UserEvent	1	122	1215532363	# Message: WhiteCross
UserEvent	1	123	1219105514	# Message: ChoicePhase
UserEvent	1	124	1221144548	# Message: ChoiceLogged_1
UserEvent	1	125	1221650213	# Message: GreenCross
UserEvent	1	126	1223150386	# Message: Trial_26
UserEvent	1	127	1223155018	# Message: WhiteCross
UserEvent	1	128	1225055873	# Message: ChoicePhase
UserEvent	1	129	1227026112	# Message: ChoiceLogged_3
UserEvent	1	130	1227529831	# Message: GreenCross
UserEvent	1	131	1229031625	# Message: Trial_27
UserEvent	1	132	1229033342	# Message: WhiteCross
UserEvent	1	133	1230901266	# Message: ChoicePhase
UserEvent	1	134	1233107131	# Message: ChoiceLogged_1
UserEvent	1	135	1233610827	# Message: GreenCross
UserEvent	1	136	1235110622	# Message: Trial_28
UserEvent	1	137	1235112239	# Message: WhiteCross
UserEvent	1	138	1236749590	# Message: ChoicePhase
UserEvent	1	139	1238539940	# Message: ChoiceLogged_1
UserEvent	1	140	1239044284	# Message: GreenCross
UserEvent	1	141	1240544518	# Message: Trial_29
UserEvent	1	142	1240546551	# Message: WhiteCross
UserEvent	1	143	1242217129	# Message: ChoicePhase
UserEvent	1	144	1246169410	# Message: ChoiceLogged_1
UserEvent	1	145	1246675026	# Message: GreenCross
UserEvent	1	146	1248175631	# Message: Trial_30
UserEvent	1	147	1248177178	# Message: WhiteCross
UserEvent	1	148	1249814376	# Message: ChoicePhase
UserEvent	1	149	1252084076	# Message: ChoiceLogged_2
UserEvent	1	150	1252586935	# Message: GreenCross
UserEvent	1	151	1254087758	# Message: Trial_31
UserEvent	1	152	1254089157	# Message: WhiteCross
UserEvent	1	153	1257175957	# Message: ChoicePhase
UserEvent	1	154	1258650285	# Message: ChoiceLogged_2
UserEvent	1	155	1259154400	# Message: GreenCross
UserEvent	1	156	1260654607	# Message: Trial_32
UserEvent	1	157	1260656395	# Message: WhiteCross
UserEvent	1	158	1263806539	# Message: ChoicePhase
UserEvent	1	159	1264847254	# Message: ChoiceLogged_3
UserEvent	1	160	1265354740	# Message: GreenCross
UserEvent	1	161	1266854578	# Message: Trial_33
UserEvent	1	162	1266856341	# Message: WhiteCross
UserEvent	1	163	1268491710	# Message: ChoicePhase
UserEvent	1	164	1270144204	# Message: ChoiceLogged_3
UserEvent	1	165	1270648080	# Message: GreenCross
UserEvent	1	166	1272148248	# Message: Trial_34
UserEvent	1	167	1272149342	# Message: WhiteCross
UserEvent	1	168	1274112193	# Message: ChoicePhase
UserEvent	1	169	1275342622	# Message: ChoiceLogged_3
UserEvent	1	170	1275847243	# Message: GreenCross
UserEvent	1	171	1277350078	# Message: Trial_35
UserEvent	1	172	1277354434	# Message: WhiteCross
UserEvent	1	173	1278984497	# Message: ChoicePhase
UserEvent	1	174	1279857428	# Message: ChoiceLogged_3
UserEvent	1	175	1280363304	# Message: GreenCross
UserEvent	1	176	1281863784	# Message: Trial_36
UserEvent	1	177	1281868280	# Message: WhiteCross
UserEvent	1	178	1283499774	# Message: ChoicePhase
UserEvent	1	179	1285422455	# Message: ChoiceLogged_2
UserEvent	1	180	1285925812	# Message: GreenCross
UserEvent	1	181	1287428655	# Message: Trial_37
UserEvent	1	182	1287430499	# Message: WhiteCross
UserEvent	1	183	1289316003	# Message: ChoicePhase
UserEvent	1	184	1291187105	# Message: ChoiceLogged_2
UserEvent	1	185	1291692196	# Message: GreenCross
UserEvent	1	186	1293196418	# Message: Trial_38
UserEvent	1	187	1293198402	# Message: WhiteCross
UserEvent	1	188	1296564211	# Message: ChoicePhase
UserEvent	1	189	1298553080	# Message: ChoiceLogged_2
UserEvent	1	190	1299056165	# Message: GreenCross
UserEvent	1	191	1300556293	# Message: Trial_39
