[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID1.idf
Date:	05.03.2019 10:05:14
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID1                                                                                                                                                                                                                                                 
Description:	1                                                                                                                                                                                                                                                               

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	2786703259	# Message: Trial_1
UserEvent	1	2	2786706594	# Message: WhiteCross
UserEvent	1	3	2788583301	# Message: ChoicePhase
UserEvent	1	4	2790389032	# Message: ChoiceLogged_2
UserEvent	1	5	2790895182	# Message: GreenCross
UserEvent	1	6	2792397772	# Message: Trial_2
UserEvent	1	7	2792404376	# Message: WhiteCross
UserEvent	1	8	2795930853	# Message: ChoicePhase
UserEvent	1	9	2798348167	# Message: ChoiceLogged_1
UserEvent	1	10	2798851235	# Message: GreenCross
UserEvent	1	11	2800352205	# Message: Trial_3
UserEvent	1	12	2800354988	# Message: WhiteCross
UserEvent	1	13	2801999336	# Message: ChoicePhase
UserEvent	1	14	2804569855	# Message: ChoiceLogged_2
UserEvent	1	15	2805073448	# Message: GreenCross
UserEvent	1	16	2806574392	# Message: Trial_4
UserEvent	1	17	2806576609	# Message: WhiteCross
UserEvent	1	18	2808209207	# Message: ChoicePhase
UserEvent	1	19	2810531373	# Message: ChoiceLogged_1
UserEvent	1	20	2811035958	# Message: GreenCross
UserEvent	1	21	2812538627	# Message: Trial_5
UserEvent	1	22	2812542046	# Message: WhiteCross
UserEvent	1	23	2814174329	# Message: ChoicePhase
UserEvent	1	24	2816279115	# Message: ChoiceLogged_3
UserEvent	1	25	2816783937	# Message: GreenCross
UserEvent	1	26	2818285760	# Message: Trial_6
UserEvent	1	27	2818292345	# Message: WhiteCross
UserEvent	1	28	2819921587	# Message: ChoicePhase
UserEvent	1	29	2821860674	# Message: ChoiceLogged_1
UserEvent	1	30	2822365074	# Message: GreenCross
UserEvent	1	31	2823865625	# Message: Trial_7
UserEvent	1	32	2823867340	# Message: WhiteCross
UserEvent	1	33	2825505287	# Message: ChoicePhase
UserEvent	1	34	2828291484	# Message: ChoiceLogged_3
UserEvent	1	35	2828794301	# Message: GreenCross
