[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID37.idf
Date:	20.03.2019 08:08:44
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID37                                                                                                                                                                                                                                                
Description:	37                                                                                                                                                                                                                                                              

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	991193750	# Message: Trial_1
UserEvent	1	2	991197777	# Message: WhiteCross
UserEvent	1	3	993312542	# Message: ChoicePhase
UserEvent	1	4	994120222	# Message: ChoiceLogged_3
UserEvent	1	5	994622617	# Message: GreenCross
UserEvent	1	6	996122810	# Message: Trial_2
UserEvent	1	7	996124960	# Message: WhiteCross
UserEvent	1	8	997910826	# Message: ChoicePhase
UserEvent	1	9	999233437	# Message: ChoiceLogged_1
UserEvent	1	10	999737556	# Message: GreenCross
UserEvent	1	11	1001242269	# Message: Trial_3
UserEvent	1	12	1001244306	# Message: WhiteCross
UserEvent	1	13	1002877919	# Message: ChoicePhase
UserEvent	1	14	1003931531	# Message: ChoiceLogged_1
UserEvent	1	15	1004435668	# Message: GreenCross
UserEvent	1	16	1005940033	# Message: Trial_4
UserEvent	1	17	1005945203	# Message: WhiteCross
UserEvent	1	18	1007577319	# Message: ChoicePhase
UserEvent	1	19	1010163035	# Message: ChoiceLogged_3
UserEvent	1	20	1010665914	# Message: GreenCross
UserEvent	1	21	1012166111	# Message: Trial_5
UserEvent	1	22	1012168443	# Message: WhiteCross
UserEvent	1	23	1013807135	# Message: ChoicePhase
UserEvent	1	24	1016730785	# Message: ChoiceLogged_1
UserEvent	1	25	1017236989	# Message: GreenCross
UserEvent	1	26	1018738454	# Message: Trial_6
UserEvent	1	27	1018740380	# Message: WhiteCross
UserEvent	1	28	1020969045	# Message: ChoicePhase
UserEvent	1	29	1022642102	# Message: ChoiceLogged_2
UserEvent	1	30	1023145672	# Message: GreenCross
UserEvent	1	31	1024646858	# Message: Trial_7
UserEvent	1	32	1024648310	# Message: WhiteCross
UserEvent	1	33	1026284141	# Message: ChoicePhase
UserEvent	1	34	1027706783	# Message: ChoiceLogged_3
UserEvent	1	35	1028208668	# Message: GreenCross
UserEvent	1	36	1029708493	# Message: Trial_8
UserEvent	1	37	1029710312	# Message: WhiteCross
UserEvent	1	38	1031583092	# Message: ChoicePhase
