[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID5.idf
Date:	07.03.2019 13:11:01
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID5                                                                                                                                                                                                                                                 
Description:	5                                                                                                                                                                                                                                                               

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	503358866	# Message: Trial_1
UserEvent	1	2	503364104	# Message: WhiteCross
UserEvent	1	3	505973673	# Message: ChoicePhase
UserEvent	1	4	507529688	# Message: ChoiceLogged_1
UserEvent	1	5	508035049	# Message: GreenCross
UserEvent	1	6	509534769	# Message: Trial_2
UserEvent	1	7	509540706	# Message: WhiteCross
UserEvent	1	8	511171695	# Message: ChoicePhase
UserEvent	1	9	513460494	# Message: ChoiceLogged_3
UserEvent	1	10	513964308	# Message: GreenCross
UserEvent	1	11	515464808	# Message: Trial_3
UserEvent	1	12	515467221	# Message: WhiteCross
UserEvent	1	13	517138918	# Message: ChoicePhase
UserEvent	1	14	519961472	# Message: ChoiceLogged_1
UserEvent	1	15	520465286	# Message: GreenCross
UserEvent	1	16	521967007	# Message: Trial_4
UserEvent	1	17	521969412	# Message: WhiteCross
UserEvent	1	18	523834777	# Message: ChoicePhase
UserEvent	1	19	527256851	# Message: ChoiceLogged_2
UserEvent	1	20	527760547	# Message: GreenCross
UserEvent	1	21	529263030	# Message: Trial_5
UserEvent	1	22	529271087	# Message: WhiteCross
UserEvent	1	23	530917685	# Message: ChoicePhase
UserEvent	1	24	533870029	# Message: ChoiceLogged_2
UserEvent	1	25	534377419	# Message: GreenCross
UserEvent	1	26	535877619	# Message: Trial_6
UserEvent	1	27	535882112	# Message: WhiteCross
UserEvent	1	28	537714869	# Message: ChoicePhase
UserEvent	1	29	541437607	# Message: ChoiceLogged_1
UserEvent	1	30	541941434	# Message: GreenCross
UserEvent	1	31	543441783	# Message: Trial_7
UserEvent	1	32	543442908	# Message: WhiteCross
UserEvent	1	33	545276554	# Message: ChoicePhase
UserEvent	1	34	546732233	# Message: ChoiceLogged_1
UserEvent	1	35	547241524	# Message: GreenCross
UserEvent	1	36	548743294	# Message: Trial_8
UserEvent	1	37	548745191	# Message: WhiteCross
UserEvent	1	38	550373961	# Message: ChoicePhase
UserEvent	1	39	553496665	# Message: ChoiceLogged_2
UserEvent	1	40	554001586	# Message: GreenCross
UserEvent	1	41	555502405	# Message: Trial_9
UserEvent	1	42	555503924	# Message: WhiteCross
UserEvent	1	43	557140282	# Message: ChoicePhase
UserEvent	1	44	558978266	# Message: ChoiceLogged_1
UserEvent	1	45	559481581	# Message: GreenCross
UserEvent	1	46	560982405	# Message: Trial_10
