[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID28.idf
Date:	14.03.2019 14:58:32
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID28                                                                                                                                                                                                                                                
Description:	28                                                                                                                                                                                                                                                              

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	28059858521	# Message: Trial_1
UserEvent	1	2	28059861493	# Message: WhiteCross
UserEvent	1	3	28062401895	# Message: ChoicePhase
UserEvent	1	4	28063826538	# Message: ChoiceLogged_2
UserEvent	1	5	28064334963	# Message: GreenCross
UserEvent	1	6	28065839374	# Message: Trial_2
UserEvent	1	7	28065841995	# Message: WhiteCross
UserEvent	1	8	28067481037	# Message: ChoicePhase
UserEvent	1	9	28068986828	# Message: ChoiceLogged_3
UserEvent	1	10	28069490149	# Message: GreenCross
UserEvent	1	11	28070993585	# Message: Trial_3
UserEvent	1	12	28070995535	# Message: WhiteCross
UserEvent	1	13	28072630847	# Message: ChoicePhase
UserEvent	1	14	28074918365	# Message: ChoiceLogged_3
UserEvent	1	15	28075424704	# Message: GreenCross
UserEvent	1	16	28076926309	# Message: Trial_4
UserEvent	1	17	28076929061	# Message: WhiteCross
UserEvent	1	18	28078560774	# Message: ChoicePhase
UserEvent	1	19	28080267599	# Message: ChoiceLogged_1
UserEvent	1	20	28080773821	# Message: GreenCross
UserEvent	1	21	28082279696	# Message: Trial_5
UserEvent	1	22	28082285715	# Message: WhiteCross
UserEvent	1	23	28083928983	# Message: ChoicePhase
UserEvent	1	24	28086064650	# Message: ChoiceLogged_1
UserEvent	1	25	28086565896	# Message: GreenCross
UserEvent	1	26	28088066162	# Message: Trial_6
UserEvent	1	27	28088067798	# Message: WhiteCross
UserEvent	1	28	28089707364	# Message: ChoicePhase
UserEvent	1	29	28090979090	# Message: ChoiceLogged_2
UserEvent	1	30	28091481368	# Message: GreenCross
UserEvent	1	31	28092982268	# Message: Trial_7
UserEvent	1	32	28092984460	# Message: WhiteCross
UserEvent	1	33	28094623484	# Message: ChoicePhase
UserEvent	1	34	28096451922	# Message: ChoiceLogged_1
UserEvent	1	35	28096954210	# Message: GreenCross
UserEvent	1	36	28098456636	# Message: Trial_8
UserEvent	1	37	28098458498	# Message: WhiteCross
UserEvent	1	38	28100102565	# Message: ChoicePhase
UserEvent	1	39	28101728504	# Message: ChoiceLogged_1
UserEvent	1	40	28102231448	# Message: GreenCross
UserEvent	1	41	28103731912	# Message: Trial_9
UserEvent	1	42	28103733450	# Message: WhiteCross
UserEvent	1	43	28105369799	# Message: ChoicePhase
UserEvent	1	44	28106307206	# Message: ChoiceLogged_3
UserEvent	1	45	28106810416	# Message: GreenCross
UserEvent	1	46	28108311979	# Message: Trial_10
UserEvent	1	47	28108318962	# Message: WhiteCross
UserEvent	1	48	28109948981	# Message: ChoicePhase
UserEvent	1	49	28111292542	# Message: ChoiceLogged_3
UserEvent	1	50	28111798488	# Message: GreenCross
UserEvent	1	51	28113298248	# Message: Trial_11
UserEvent	1	52	28113299417	# Message: WhiteCross
UserEvent	1	53	28114930878	# Message: ChoicePhase
UserEvent	1	54	28116224085	# Message: ChoiceLogged_1
UserEvent	1	55	28116728585	# Message: GreenCross
UserEvent	1	56	28118231587	# Message: Trial_12
UserEvent	1	57	28118233401	# Message: WhiteCross
UserEvent	1	58	28119951017	# Message: ChoicePhase
UserEvent	1	59	28121918052	# Message: ChoiceLogged_1
UserEvent	1	60	28122421315	# Message: GreenCross
UserEvent	1	61	28123927151	# Message: Trial_13
UserEvent	1	62	28123929558	# Message: WhiteCross
UserEvent	1	63	28125860052	# Message: ChoicePhase
UserEvent	1	64	28127816994	# Message: ChoiceLogged_1
UserEvent	1	65	28128318488	# Message: GreenCross
UserEvent	1	66	28129817888	# Message: Trial_14
UserEvent	1	67	28129819464	# Message: WhiteCross
UserEvent	1	68	28131459933	# Message: ChoicePhase
UserEvent	1	69	28132652341	# Message: ChoiceLogged_3
UserEvent	1	70	28133156528	# Message: GreenCross
UserEvent	1	71	28134657694	# Message: Trial_15
UserEvent	1	72	28134659126	# Message: WhiteCross
UserEvent	1	73	28136289708	# Message: ChoicePhase
UserEvent	1	74	28137581303	# Message: ChoiceLogged_2
UserEvent	1	75	28138085468	# Message: GreenCross
UserEvent	1	76	28139585958	# Message: Trial_16
UserEvent	1	77	28139588386	# Message: WhiteCross
UserEvent	1	78	28141391248	# Message: ChoicePhase
UserEvent	1	79	28143628348	# Message: ChoiceLogged_3
UserEvent	1	80	28144134148	# Message: GreenCross
UserEvent	1	81	28145636536	# Message: Trial_17
UserEvent	1	82	28145638431	# Message: WhiteCross
UserEvent	1	83	28147518828	# Message: ChoicePhase
UserEvent	1	84	28149208660	# Message: ChoiceLogged_2
