[iView]
Converted from:	C:\Users\iView X\Desktop\SebastianGluth\OUTPUT\EyeTrackingData_ID21.idf
Date:	13.03.2019 13:09:33
Version:	IDF Event Detector 3.0.18
Sample Rate:	500
Subject:	S3_3AFC_Eye_ID21                                                                                                                                                                                                                                                
Description:	21                                                                                                                                                                                                                                                              

Table Header for Fixations:
Event Type	Trial	Number	Start	End	Duration	Location X	Location Y	Dispersion X	Dispersion Y	Plane	Avg. Pupil Size X	Avg Pupil Size Y

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Table Header for Blinks:
Event Type	Trial	Number	Start	End	Duration

Table Header for User Events:
Event Type	Trial	Number	Start	Description

UserEvent	1	1	19488582101	# Message: Trial_1
UserEvent	1	2	19488584712	# Message: WhiteCross
UserEvent	1	3	19490224022	# Message: ChoicePhase
UserEvent	1	4	19492480570	# Message: ChoiceLogged_2
UserEvent	1	5	19492986931	# Message: GreenCross
UserEvent	1	6	19494487824	# Message: Trial_2
UserEvent	1	7	19494489826	# Message: WhiteCross
UserEvent	1	8	19496124105	# Message: ChoicePhase
UserEvent	1	9	19497298558	# Message: ChoiceLogged_2
UserEvent	1	10	19497802119	# Message: GreenCross
UserEvent	1	11	19499302457	# Message: Trial_3
UserEvent	1	12	19499304448	# Message: WhiteCross
UserEvent	1	13	19501124262	# Message: ChoicePhase
UserEvent	1	14	19502609283	# Message: ChoiceLogged_2
UserEvent	1	15	19503113405	# Message: GreenCross
UserEvent	1	16	19504615931	# Message: Trial_4
UserEvent	1	17	19504617954	# Message: WhiteCross
UserEvent	1	18	19506251369	# Message: ChoicePhase
UserEvent	1	19	19508040224	# Message: ChoiceLogged_2
UserEvent	1	20	19508544216	# Message: GreenCross
UserEvent	1	21	19510045702	# Message: Trial_5
UserEvent	1	22	19510047707	# Message: WhiteCross
UserEvent	1	23	19511716675	# Message: ChoicePhase
UserEvent	1	24	19514837945	# Message: ChoiceLogged_1
UserEvent	1	25	19515342614	# Message: GreenCross
UserEvent	1	26	19516843339	# Message: Trial_6
UserEvent	1	27	19516845453	# Message: WhiteCross
UserEvent	1	28	19518482388	# Message: ChoicePhase
UserEvent	1	29	19521252307	# Message: ChoiceLogged_3
UserEvent	1	30	19521757392	# Message: GreenCross
UserEvent	1	31	19523259529	# Message: Trial_7
UserEvent	1	32	19523261568	# Message: WhiteCross
UserEvent	1	33	19525594353	# Message: ChoicePhase
UserEvent	1	34	19527616645	# Message: ChoiceLogged_1
UserEvent	1	35	19528119068	# Message: GreenCross
UserEvent	1	36	19529622618	# Message: Trial_8
UserEvent	1	37	19529624698	# Message: WhiteCross
UserEvent	1	38	19531262431	# Message: ChoicePhase
UserEvent	1	39	19534264475	# Message: ChoiceLogged_2
UserEvent	1	40	19534768205	# Message: GreenCross
UserEvent	1	41	19536269186	# Message: Trial_9
UserEvent	1	42	19536270566	# Message: WhiteCross
UserEvent	1	43	19537912096	# Message: ChoicePhase
UserEvent	1	44	19540262326	# Message: ChoiceLogged_3
UserEvent	1	45	19540765376	# Message: GreenCross
UserEvent	1	46	19542270105	# Message: Trial_10
UserEvent	1	47	19542272277	# Message: WhiteCross
UserEvent	1	48	19544487489	# Message: ChoicePhase
UserEvent	1	49	19545695413	# Message: ChoiceLogged_3
UserEvent	1	50	19546200109	# Message: GreenCross
UserEvent	1	51	19547700131	# Message: Trial_11
UserEvent	1	52	19547701619	# Message: WhiteCross
UserEvent	1	53	19549339346	# Message: ChoicePhase
UserEvent	1	54	19551247752	# Message: ChoiceLogged_3
UserEvent	1	55	19551750861	# Message: GreenCross
UserEvent	1	56	19553254665	# Message: Trial_12
UserEvent	1	57	19553257848	# Message: WhiteCross
UserEvent	1	58	19554900536	# Message: ChoicePhase
UserEvent	1	59	19558239304	# Message: ChoiceLogged_2
UserEvent	1	60	19558741284	# Message: GreenCross
UserEvent	1	61	19560240148	# Message: Trial_13
UserEvent	1	62	19560241670	# Message: WhiteCross
UserEvent	1	63	19561886383	# Message: ChoicePhase
UserEvent	1	64	19562987496	# Message: ChoiceLogged_1
UserEvent	1	65	19563494984	# Message: GreenCross
UserEvent	1	66	19564995470	# Message: Trial_14
UserEvent	1	67	19564997409	# Message: WhiteCross
UserEvent	1	68	19566629775	# Message: ChoicePhase
UserEvent	1	69	19568602241	# Message: ChoiceLogged_1
UserEvent	1	70	19569105242	# Message: GreenCross
UserEvent	1	71	19570605994	# Message: Trial_15
UserEvent	1	72	19570608903	# Message: WhiteCross
UserEvent	1	73	19572246458	# Message: ChoicePhase
UserEvent	1	74	19578337617	# Message: ChoiceLogged_1
UserEvent	1	75	19578841651	# Message: GreenCross
UserEvent	1	76	19580342239	# Message: Trial_16
UserEvent	1	77	19580343518	# Message: WhiteCross
UserEvent	1	78	19581974278	# Message: ChoicePhase
UserEvent	1	79	19587549134	# Message: ChoiceLogged_2
UserEvent	1	80	19588053137	# Message: GreenCross
UserEvent	1	81	19589556361	# Message: Trial_17
UserEvent	1	82	19589558744	# Message: WhiteCross
UserEvent	1	83	19591188098	# Message: ChoicePhase
UserEvent	1	84	19596863492	# Message: ChoiceLogged_2
UserEvent	1	85	19597366285	# Message: GreenCross
UserEvent	1	86	19598866185	# Message: Trial_18
UserEvent	1	87	19598868123	# Message: WhiteCross
UserEvent	1	88	19600501089	# Message: ChoicePhase
UserEvent	1	89	19604526005	# Message: ChoiceLogged_1
UserEvent	1	90	19605037870	# Message: GreenCross
UserEvent	1	91	19606538217	# Message: Trial_19
UserEvent	1	92	19606539574	# Message: WhiteCross
UserEvent	1	93	19608986048	# Message: ChoicePhase
UserEvent	1	94	19614472691	# Message: ChoiceLogged_1
UserEvent	1	95	19614976610	# Message: GreenCross
UserEvent	1	96	19616478234	# Message: Trial_20
UserEvent	1	97	19616479537	# Message: WhiteCross
UserEvent	1	98	19618312714	# Message: ChoicePhase
UserEvent	1	99	19623252525	# Message: ChoiceLogged_3
UserEvent	1	100	19623756979	# Message: GreenCross
UserEvent	1	101	19625257310	# Message: Trial_21
UserEvent	1	102	19625258518	# Message: WhiteCross
UserEvent	1	103	19627191587	# Message: ChoicePhase
UserEvent	1	104	19630947528	# Message: ChoiceLogged_2
UserEvent	1	105	19631451249	# Message: GreenCross
UserEvent	1	106	19632954256	# Message: Trial_22
UserEvent	1	107	19632955770	# Message: WhiteCross
UserEvent	1	108	19634589384	# Message: ChoicePhase
UserEvent	1	109	19636245063	# Message: ChoiceLogged_3
UserEvent	1	110	19636752338	# Message: GreenCross
UserEvent	1	111	19638252221	# Message: Trial_23
UserEvent	1	112	19638253530	# Message: WhiteCross
UserEvent	1	113	19639889308	# Message: ChoicePhase
UserEvent	1	114	19641509864	# Message: ChoiceLogged_1
UserEvent	1	115	19642013197	# Message: GreenCross
UserEvent	1	116	19643513276	# Message: Trial_24
UserEvent	1	117	19643514564	# Message: WhiteCross
UserEvent	1	118	19645168737	# Message: ChoicePhase
UserEvent	1	119	19647174524	# Message: ChoiceLogged_1
UserEvent	1	120	19647677255	# Message: GreenCross
UserEvent	1	121	19649177209	# Message: Trial_25
UserEvent	1	122	19649180943	# Message: WhiteCross
UserEvent	1	123	19650816738	# Message: ChoicePhase
UserEvent	1	124	19652406581	# Message: ChoiceLogged_1
UserEvent	1	125	19652910566	# Message: GreenCross
UserEvent	1	126	19654411560	# Message: Trial_26
UserEvent	1	127	19654413679	# Message: WhiteCross
UserEvent	1	128	19656048194	# Message: ChoicePhase
UserEvent	1	129	19657787669	# Message: ChoiceLogged_3
UserEvent	1	130	19658292983	# Message: GreenCross
UserEvent	1	131	19659793190	# Message: Trial_27
UserEvent	1	132	19659794706	# Message: WhiteCross
UserEvent	1	133	19661430536	# Message: ChoicePhase
UserEvent	1	134	19663389390	# Message: ChoiceLogged_2
UserEvent	1	135	19663893749	# Message: GreenCross
UserEvent	1	136	19665393248	# Message: Trial_28
UserEvent	1	137	19665394680	# Message: WhiteCross
UserEvent	1	138	19667078963	# Message: ChoicePhase
UserEvent	1	139	19668701625	# Message: ChoiceLogged_1
UserEvent	1	140	19669205279	# Message: GreenCross
UserEvent	1	141	19670708771	# Message: Trial_29
UserEvent	1	142	19670710582	# Message: WhiteCross
UserEvent	1	143	19672342390	# Message: ChoicePhase
UserEvent	1	144	19673732156	# Message: ChoiceLogged_3
UserEvent	1	145	19674235689	# Message: GreenCross
UserEvent	1	146	19675736255	# Message: Trial_30
UserEvent	1	147	19675737879	# Message: WhiteCross
UserEvent	1	148	19677379249	# Message: ChoicePhase
UserEvent	1	149	19678830066	# Message: ChoiceLogged_1
